Institution	Code	Course	EOS	Mid
"Dublin Institute of Technology"	DT023	Manufacturing and Design Engineering	390	415
"Dublin Institute of Technology"	DT028	Transport Operations and Technology	275	320
"Dublin Institute of Technology"	DT066	Engineering (General Entry)	375	455
"Dublin Institute of Technology"	DT081	Computer and Communications Engineering	465	465
"Dublin Institute of Technology"	DT101	Architecture	#590	640
"Dublin Institute of Technology"	DT106	Planning and Environmental Management	270	320
"Dublin Institute of Technology"	DT110	Property Economics (Valuation Surveying)	330	375
"Dublin Institute of Technology"	DT111	Quantity Surveying and Construction Economics	330	365
"Dublin Institute of Technology"	DT112	Geomatics (Surveying and Mapping)	315	385
"Dublin Institute of Technology"	DT117	Construction Management	315	350
"Dublin Institute of Technology"	DT175	Architectural Technology	335	375
"Dublin Institute of Technology"	DT201	Science (General Entry)	460	470
"Dublin Institute of Technology"	DT203	Forensic and Environmental Chemistry	325	385
"Dublin Institute of Technology"	DT204	Biomedical Science	495*	510
"Dublin Institute of Technology"	DT205	Mathematical Sciences	300	365
"Dublin Institute of Technology"	DT211	Computing	355	380
"Dublin Institute of Technology"	DT220	Industrial Mathematics	240	345
"Dublin Institute of Technology"	DT221	Physics with Energy and Environment	340	410
"Dublin Institute of Technology"	DT222	Physics Technology	345	385
"Dublin Institute of Technology"	DT223	Human Nutrition and Dietetics	560*	575
"Dublin Institute of Technology"	DT224	Optometry	480	505
"Dublin Institute of Technology"	DT225	Public Health Nutrition	405	465
"Dublin Institute of Technology"	DT227	Science with Nanotechnology	330	395
"Dublin Institute of Technology"	DT228	Computer Science	425	455
"Dublin Institute of Technology"	DT229	Clinical Measurement Science	465	485
"Dublin Institute of Technology"	DT235	Physics with Medical Physics and Bioengineering	330	375
"Dublin Institute of Technology"	DT282	Computer Science (International)	365	395
"Dublin Institute of Technology"	DT299	Chemical Sciences with Medicinal Chemistry	380	415
"Dublin Institute of Technology"	DT321	Business and Law	465	480
"Dublin Institute of Technology"	DT341	Marketing	410	430
"Dublin Institute of Technology"	DT343	Retail and Services Management	330	370
"Dublin Institute of Technology"	DT354	Business Computing	380	410
"Dublin Institute of Technology"	DT358	Logistics and Supply Chain Management	300	350
"Dublin Institute of Technology"	DT365	Business and Management	445	455
"Dublin Institute of Technology"	DT366	Accounting and Finance	440	450
"Dublin Institute of Technology"	DT398	Human Resource Management	385	405
"Dublin Institute of Technology"	DT399	Economics and Finance	440	460
"Dublin Institute of Technology"	DT401	International Hospitality Management	310	355
"Dublin Institute of Technology"	DT407	Culinary Arts	350	385
"Dublin Institute of Technology"	DT412	Tourism Marketing	295	325
"Dublin Institute of Technology"	DT413	Event Management	370	400
"Dublin Institute of Technology"	DT416	Culinary Entrepreneurship	310	345
"Dublin Institute of Technology"	DT417	Bar Studies (Management and Entrepreneurship)	290	330
"Dublin Institute of Technology"	DT420	Nutraceuticals in Health and Nutrition	430	450
"Dublin Institute of Technology"	DT421	Food Innovation	410	440
"Dublin Institute of Technology"	DT422	Pharmaceutical Healthcare	395	415
"Dublin Institute of Technology"	DT491	Environmental Health	340	380
"Dublin Institute of Technology"	DT501	Music	#423	507
"Dublin Institute of Technology"	DT504	Film and Broadcasting	430	475
"Dublin Institute of Technology"	DT505	Film and Broadcasting with a Language	405	435
"Dublin Institute of Technology"	DT506	Commercial Modern Music	#860	925
"Dublin Institute of Technology"	DT508	Games Design	375	405
"Dublin Institute of Technology"	DT517	English Studies and Languages	330	410
"Dublin Institute of Technology"	DT518	Languages and International Tourism (French)	315	360
"Dublin Institute of Technology"	DT519	Languages and International Tourism (German)	315	360
"Dublin Institute of Technology"	DT520	Languages and International Tourism (Spanish)	345	400
"Dublin Institute of Technology"	DT529	Drama (Performance)	#405	535
"Dublin Institute of Technology"	DT532	Law (LL.B.)	420	430
"Dublin Institute of Technology"	DT533	Visual and Critical Studies	340	365
"Dublin Institute of Technology"	DT544	Design - Interior and Furniture	#575	715
"Dublin Institute of Technology"	DT545	Design - Visual Communication	#750	830
"Dublin Institute of Technology"	DT546	Fine Art	#650	745
"Dublin Institute of Technology"	DT553	Journalism with a Language	330	360
"Dublin Institute of Technology"	DT555	International Business and Languages (French)	440	455
"Dublin Institute of Technology"	DT556	International Business and Languages (German)	405	435
"Dublin Institute of Technology"	DT557	International Business and Languages (Spanish)	415	445
"Dublin Institute of Technology"	DT559	Photography	#695	875
"Dublin Institute of Technology"	DT564	International Business and Languages (Italian)	345	365
"Dublin Institute of Technology"	DT565	Chinese and International Business	375	405
"Dublin Institute of Technology"	DT571	Social Care	400	415
"Dublin Institute of Technology"	DT572	Early Childhood Education	380	410
"Dublin Institute of Technology"	DT582	Journalism	380	410
"Dublin Institute of Technology"	DT596	Print and Digital Media Technology Management	245	300
"Dublin Institute of Technology"	DT597	Creative and Cultural Industries	315	375
"Dun Laoghaire Institute of Art, Design and Technology"	DL821	English, Media and Cultural Studies	210	315
"Dun Laoghaire Institute of Art, Design and Technology"	DL822	Business Studies and Arts Management	225	325
"Dun Laoghaire Institute of Art, Design and Technology"	DL823	Business Studies - Entrepreneurship and Management	235	330
"Dun Laoghaire Institute of Art, Design and Technology"	DL825	Applied Psychology	380	425
"Dun Laoghaire Institute of Art, Design and Technology"	DL826	Visual Communication Design	#815	985
"Dun Laoghaire Institute of Art, Design and Technology"	DL827	Art	#705	915
"Dun Laoghaire Institute of Art, Design and Technology"	DL828	Three Dimensional  Design, Modelmaking and Digital Arts	#660	910
"Dun Laoghaire Institute of Art, Design and Technology"	DL829	Design for Stage and Screen (Costume Design)	#600	890
"Dun Laoghaire Institute of Art, Design and Technology"	DL830	Design for Stage and Screen (Makeup Design)	#620	770
"Dun Laoghaire Institute of Art, Design and Technology"	DL831	Design for Stage and Screen (Production Design)	#617	945
"Dun Laoghaire Institute of Art, Design and Technology"	DL832	Animation	#1000	1060
"Dun Laoghaire Institute of Art, Design and Technology"	DL833	Photography	#700	950
"Dun Laoghaire Institute of Art, Design and Technology"	DL834	Film and Television Production	#825	995
"Dun Laoghaire Institute of Art, Design and Technology"	DL835	Creative Media Technologies	250	325
"Dun Laoghaire Institute of Art, Design and Technology"	DL836	Creative Computing	230	355
"Griffith College"	GC200	Business Studies (Cork)	310	340
"Griffith College"	GC203	Law (Cork)	#	
"Griffith College"	GC230	Computing Science (Cork)	245	305
"Griffith College"	GC300	Business Studies (Limerick)	270	415
"Griffith College"	GC301	Accounting and Finance (Limerick)		
"Griffith College"	GC330	Computing Science (Limerick)		
"Griffith College"	GC400	Business Studies (Dublin)	295	355
"Griffith College"	GC401	Accounting and Finance (Dublin)	270	335
"Griffith College"	GC403	Law (Dublin)	255	340
"Griffith College"	GC405	International Hospitality Management (Dublin)	235	370
"Griffith College"	GC430	Computing Science (Dublin)	240	325
"Griffith College"	GC431	Computing Science (Cloud Computing - Dublin)	235	295
"Griffith College"	GC432	Computing Science (Software Development - Dublin)	265	300
"Griffith College"	GC433	Computing Science (Network Management - Dublin)		
"Griffith College"	GC434	Computing Science (Games Development - Dublin)	205	310
"Griffith College"	GC450	Journalism and Visual Media (Dublin)	230	325
"Griffith College"	GC455	Music Production (Dublin) - Portfolio	#290	370
"Griffith College"	GC462	Design Communication  (Dublin) - Portfolio	#315	320
"Griffith College"	GC489	Interior Architecture (Dublin)	275	300
"Griffith College"	GC494	Fashion Design (Dublin) - Portfolio	#320	365
"IBAT College Dublin"	BY301	Business - (Degree award options: Marketing or Business Information Sys)		
"ICD Business School"	ID001	Accounting and Finance	200	200
"ICD Business School"	ID002	Business Studies		
"ICD Business School"	ID003	Business Studies with Chinese	285	285
"Institute of Technology, Blanchardstown"	BN101	Business	210	290
"Institute of Technology, Blanchardstown"	BN103	Business and Information Technology	210	285
"Institute of Technology, Blanchardstown"	BN104	Computing (Information Technology)	250	300
"Institute of Technology, Blanchardstown"	BN107	Applied Social Studies in Social Care	310	335
"Institute of Technology, Blanchardstown"	BN108	Engineering (Common Entry - Computer Engineering,Mechatronics)	215	315
"Institute of Technology, Blanchardstown"	BN109	Business (Common Entry - Acc & Finance,Business,Bus with IT,Intl Bus)	255	290
"Institute of Technology, Blanchardstown"	BN110	International Business	215	325
"Institute of Technology, Blanchardstown"	BN111	Sports Management and Coaching	310	345
"Institute of Technology, Blanchardstown"	BN112	Creative Digital Media	300	340
"Institute of Technology, Blanchardstown"	BN113	Horticulture	200	300
"Institute of Technology, Blanchardstown"	BN114	Accounting and Finance	235	305
"Institute of Technology, Blanchardstown"	BN115	Community and Youth Development	255	305
"Institute of Technology, Blanchardstown"	BN117	Computer Engineering in Mobile Systems	200	280
"Institute of Technology, Blanchardstown"	BN118	Early Childhood Care and Education	285	330
"Institute of Technology, Blanchardstown"	BN120	Digital Forensics and Cyber Security	255	300
"Institute of Technology, Blanchardstown"	BN121	Mechatronic Engineering	200	315
"Institute of Technology, Tallaght"	TA021	European Studies	240	315
"Institute of Technology, Tallaght"	TA022	Creative Digital Media	255	325
"Institute of Technology, Tallaght"	TA023	Advertising and Marketing Communications	200	320
"Institute of Technology, Tallaght"	TA025	Social Care Practice	300	335
"Institute of Technology, Tallaght"	TA026	International Hospitality and Tourism Management	235	285
"Institute of Technology, Tallaght"	TA121	Accounting and Finance	255	325
"Institute of Technology, Tallaght"	TA122	Management	225	300
"Institute of Technology, Tallaght"	TA123	Marketing Management	245	300
"Institute of Technology, Tallaght"	TA221	Electronic Engineering	285	345
"Institute of Technology, Tallaght"	TA222	Mechanical Engineering	225	350
"Institute of Technology, Tallaght"	TA223	Energy Systems Engineering	260	345
"Institute of Technology, Tallaght"	TA321	Pharmaceutical Science	330	360
"Institute of Technology, Tallaght"	TA322	Computing	265	315
"Institute of Technology, Tallaght"	TA323	Information Technology Management	215	295
"Institute of Technology, Tallaght"	TA326	DNA and Forensic Analysis	330	360
"Institute of Technology, Tallaght"	TA327	Sports Science and Health	400	425
"National College of Art and Design"	AD101	1st Year Art and Design (Common Entry)	#	540
"National College of Art and Design"	AD202	Design or Fine Art, and Education - Second Level Teaching	#	573
"National College of Art and Design"	AD212	Product Design	#	555
"National College of Art and Design"	AD215	Visual Culture	340	375
"National College of Ireland (NCI)"	NC003	Computing	320	345
"National College of Ireland (NCI)"	NC004	Business Information Systems	325	325
"National College of Ireland (NCI)"	NC005	Human Resource Management	290	320
"National College of Ireland (NCI)"	NC009	Business	290	345
"National College of Ireland (NCI)"	NC010	Psychology	320	360
"National College of Ireland (NCI)"	NC020	Marketing Practice	230	310
"National College of Ireland (NCI)"	NC022	Accounting and Finance	330	395
"National College of Ireland (NCI)"	NC023	Technology Management	240	315
"Royal College of Surgeons in Ireland"	RC001	Medicine - Undergraduate Entry	#729	731
"Royal College of Surgeons in Ireland"	RC004	Physiotherapy	530*	535
"Royal College of Surgeons in Ireland"	RC005	Pharmacy	545*	550
"Royal College of Surgeons in Ireland"	RC101	Medicine - Graduate Entry	#58	59
"Trinity College"	TR002	Music	#340	520
"Trinity College"	TR003	History	470*	495
"Trinity College"	TR004	Law	540	560
