Institution	Code	Course	EOS	Mid
"Institute of Technology, Carlow"	CW808	Media and Public Relations	271	308
"Institute of Technology, Carlow"	CW858	Sport Management and Coaching (GAA/Rugby/Soccer - Portfolio)	#700	700
"Institute of Technology, Carlow"	CW908	Business	270	319
"Institute of Technology, Carlow"	CW938	Business with Law	293	341
"Institute of Technology, Carlow"	CW948	Accounting	306	382
"Carlow College"	PC405	Citizenship and Community Studies	211	271
"Carlow College"	PC410	Humanities	179	277
"Carlow College"	PC411	English and History	211	288
"Cork Institute of Technology"	CR105	Chemical and Biopharmaceutical Engineering	443	509
"Cork Institute of Technology"	CR106	Software Development	357	395
"Cork Institute of Technology"	CR108	Mechanical Engineering	422	476
"Cork Institute of Technology"	CR109	Structural Engineering	326	433
"Cork Institute of Technology"	CR112	Creative Digital Media	318	359
"Cork Institute of Technology"	CR116	Computer Systems	351	378
"Cork Institute of Technology"	CR121	Music at CIT Cork School of Music	#583	1035
"Cork Institute of Technology"	CR125	Popular Music: Electric Bass Guitar at CIT Cork School of Music	#836	836
"Cork Institute of Technology"	CR126	Popular Music: Drums at CIT Cork School of Music	#836	920
"Cork Institute of Technology"	CR127	Popular Music: Electric Guitar at CIT Cork School of Music	#606	920
"Cork Institute of Technology"	CR128	Popular Music: Keyboards at CIT Cork School of Music	#941	1020
"Cork Institute of Technology"	CR129	Popular Music: Voice at CIT Cork School of Music	#564	923
"Cork Institute of Technology"	CR150	Business Information Systems	356	401
"Cork Institute of Technology"	CR210	Contemporary Applied Art (Ceramics, Glass, Textiles) at CIT Crawford	#711	893
"Cork Institute of Technology"	CR220	Fine Art at CIT Crawford College of Art and Design	#629	889
"Cork Institute of Technology"	CR305	Physical Sciences (Common Entry)	319	358
"Cork Institute of Technology"	CR310	IT Management	291	327
"Cork Institute of Technology"	CR312	Web Development	300	326
"Cork Institute of Technology"	CR320	Biomedical Science - Offered jointly by CIT and UCC	520	540
"Cork Institute of Technology"	CR325	Pharmaceutical Biotechnology	383	413
"Cork Institute of Technology"	CR330	Herbal Science	320	358
"Cork Institute of Technology"	CR333	Nutrition and Health Science	349	387
"Cork Institute of Technology"	CR335	Biological Sciences (Common Entry)	390	429
"Cork Institute of Technology"	CR340	Analytical Chemistry with Quality Assurance	321	367
"Cork Institute of Technology"	CR360	Instrument Engineering	301	371
"Cork Institute of Technology"	CR365	Environmental Science and Sustainable Technology	323	360
"Cork Institute of Technology"	CR400	Accounting	318	371
"Cork Institute of Technology"	CR420	Marketing	306	339
"Cork Institute of Technology"	CR425	International Business with Language	298	396
"Cork Institute of Technology"	CR500	Engineering (Common Entry)	392	441
"Cork Institute of Technology"	CR510	Sustainable Energy Engineering	317	358
"Cork Institute of Technology"	CR520	Biomedical Engineering	444	520
"Cork Institute of Technology"	CR560	Architectural Technology	276	337
"Cork Institute of Technology"	CR565	Interior Architecture	306	357
"Cork Institute of Technology"	CR570	Quantity Surveying	291	341
"Cork Institute of Technology"	CR572	Construction Management	251	308
"Cork Institute of Technology"	CR580	Electrical Engineering	330	363
"Cork Institute of Technology"	CR590	Electronic Engineering	330	359
"Cork Institute of Technology"	CR600	Visual Communications	#490	836
"Cork Institute of Technology"	CR660	Tourism Management	254	299
"Cork Institute of Technology"	CR700	Theatre and Drama Studies at CIT Cork School of Music	#879	938
"University College Cork (NUI)"	CK101	Arts	330	389
"University College Cork (NUI)"	CK102	Social Science	378	424
"University College Cork (NUI)"	CK104	Arts with Music	#367	451
"University College Cork (NUI)"	CK105	Film and Screen Media	422	451
"University College Cork (NUI)"	CK106	Applied Psychology	499	522
"University College Cork (NUI)"	CK107	Geographical and Archaeological Sciences	337	367
"University College Cork (NUI)"	CK108	Arts International	466	509
"University College Cork (NUI)"	CK109	English	420	462
"University College Cork (NUI)"	CK110	World Languages	476	510
"University College Cork (NUI)"	CK111	Early Years and Childhood Studies	377	409
"University College Cork (NUI)"	CK112	Drama and Theatre Studies	#408	466
"University College Cork (NUI)"	CK113	Criminology	412	430
"University College Cork (NUI)"	CK114	Social Science (Youth and Community Work)	#777	
"University College Cork (NUI)"	CK115	Social Work - Mature Applicants only	999	
"University College Cork (NUI)"	CK116	Sports Studies and Physical Education	477	506
"University College Cork (NUI)"	CK117	Economics (through Transformational Learning)	419	435
"University College Cork (NUI)"	CK118	Digital Humanities and Information Technology	379	402
"University College Cork (NUI)"	CK201	Commerce	455	478
"University College Cork (NUI)"	CK202	Accounting	434	487
"University College Cork (NUI)"	CK203	Business Information Systems	445	478
"University College Cork (NUI)"	CK204	Finance	532	555
"University College Cork (NUI)"	CK205	Commerce (International) with French	465	509
"University College Cork (NUI)"	CK206	Commerce (International) with German	465	508
"University College Cork (NUI)"	CK207	Commerce (International) with Italian	430	442
"University College Cork (NUI)"	CK208	Commerce (International) with Hispanic Studies	451	488
"University College Cork (NUI)"	CK209	Commerce (International) with Irish	478	521
"University College Cork (NUI)"	CK210	Government	360	423
"University College Cork (NUI)"	CK211	Commerce (International) with Chinese Studies	424	444
"University College Cork (NUI)"	CK301	Law (Pathways)	475	500
"University College Cork (NUI)"	CK302	Law and French	510	522
"University College Cork (NUI)"	CK304	Law and Irish	496	511
"University College Cork (NUI)"	CK307	Law and Business	543	566
"University College Cork (NUI)"	CK401	Computer Science	419	466
"University College Cork (NUI)"	CK402	Biological and Chemical Sciences	488	520
"University College Cork (NUI)"	CK404	Biological, Earth and Environmental Sciences	435	466
"University College Cork (NUI)"	CK405	Genetics	473	488
"University College Cork (NUI)"	CK406	Chemical Sciences	477	488
"University College Cork (NUI)"	CK407	Mathematical Sciences	554	589
"University College Cork (NUI)"	CK408	Physics and Astrophysics	531	577
"University College Cork (NUI)"	CK409	Industrial Physics - Offered jointly by UCC and CIT	445	525
"University College Cork (NUI)"	CK502	Food Marketing and Entrepreneurship	440	454
"University College Cork (NUI)"	CK504	Nutritional Sciences	484	506
"University College Cork (NUI)"	CK505	Food Science	453	476
"University College Cork (NUI)"	CK506	International Development and Food Policy	378	409
"University College Cork (NUI)"	CK600	Engineering	443	520
"University College Cork (NUI)"	CK606	Architecture - Offered jointly by UCC and CIT	435	476
"University College Cork (NUI)"	CK701	Medicine (Undergraduate Entry)	#729*	740
"University College Cork (NUI)"	CK702	Dentistry	578	589
"University College Cork (NUI)"	CK703	Pharmacy	565	578
"University College Cork (NUI)"	CK704	Occupational Therapy	518	532
"University College Cork (NUI)"	CK705	Speech and Language Therapy	522	541
"University College Cork (NUI)"	CK706	Public Health Sciences	429	451
"University College Cork (NUI)"	CK710	General Nursing	433	462
"University College Cork (NUI)"	CK712	Children`s and General Nursing (Integrated)	498	521
"University College Cork (NUI)"	CK720	Mental Health Nursing	408*	429
"University College Cork (NUI)"	CK730	Intellectual Disability Nursing	378	399
"University College Cork (NUI)"	CK740	Midwifery	434	455
"University College Cork (NUI)"	CK791	Medicine (Graduate Entry)	58*	59
"American College"	AC120	International Business	281	347
"American College"	AC137	Liberal Arts	219	281
"College of Computing Technology"	CT125	Information Technology	263	317
"Marino Institute of Education"	CM001	Education - Primary Teaching	451*	462
"Marino Institute of Education"	CM002	Education - Primary Teaching - Gaeltacht Applicants	#411	421
"Marino Institute of Education"	CM010	Education Studies	315	353
"Marino Institute of Education"	CM020	Early Childhood Education	330	360
"Dublin Business School"	DB500	Computing	228	299
"Dublin Business School"	DB501	Computing (Cloud Computing)	374	
"Dublin Business School"	DB502	Computing (Data Analytics and Big Data)		
"Dublin Business School"	DB503	Computing (Software Development)	202	317
"Dublin Business School"	DB504	Computing (Web and Mobile Computing)		
"Dublin Business School"	DB512	Business Studies	130	300
"Dublin Business School"	DB514	Business Studies (Law)	228	319
"Dublin Business School"	DB515	Business Studies (Human Resource Management)	228	298
"Dublin Business School"	DB516	Financial Services	279	337
"Dublin Business School"	DB517	Marketing (Event Management)	200	318
"Dublin Business School"	DB518	Marketing (Digital Media)	200	326
"Dublin Business School"	DB520	Business Studies (with work placement)	219	326
"Dublin Business School"	DB521	Accounting and Finance	244	305
"Dublin Business School"	DB524	Business Information Systems	299	328
"Dublin Business School"	DB525	Marketing (Digital Media and Cloud Computing)	320	320
"Dublin Business School"	DB526	Business Information Systems (Cloud Computing)	292	292
"Dublin Business School"	DB531	Marketing	252	318
"Dublin Business School"	DB562	Psychology	208	297
"Dublin Business School"	DB565	Journalism	215	282
"Dublin Business School"	DB566	Social Science	202	297
"Dublin Business School"	DB567	Film	184	285
"Dublin Business School"	DB568	Law	163	284
"Dublin Business School"	DB569	Business (Psychology)	289	319
"Dublin City University"	DC001	Education - Early Childhood Education	378	412
"Dublin City University"	DC002	Education - Primary Teaching	462	484
"Dublin City University"	DC003	Education - Primary Teaching - Gaeltacht Applicants	#430	441
"Dublin City University"	DC004	Education - Primary Teaching (Church of Ireland Centre formerly CICE)	420	456
"Dublin City University"	DC009	Arts (Joint Honours) - Humanities	358	408
"Dublin City University"	DC010	Post Primary Teacher Education - Religious Education and English	377	410
"Dublin City University"	DC011	Post Primary Teacher Education - Religious Education and History	350	391
"Dublin City University"	DC012	Post Primary Teacher Education - Religious Education and Music	#357	430
"Dublin City University"	DC014	Jazz and Contemporary Music Performance (Audition)	#271	413
"Dublin City University"	DC110	Business Studies International	457	484
"Dublin City University"	DC111	Business Studies	466	487
"Dublin City University"	DC112	Global Business (France)	487	510
"Dublin City University"	DC113	Global Business (Germany)	466	498
"Dublin City University"	DC114	Global Business (Spain)	520	530
"Dublin City University"	DC115	Accounting and Finance	477	499
"Dublin City University"	
"Dublin City University"	DC116	Global Business (USA)	576	578
"Dublin City University"	DC117	Aviation Management / Aviation Management with Pilot Studies	451	476
"Dublin City University"	DC118	Gnó agus Gaeilge / Business and Irish	378	408
"Dublin City University"	DC119	Global Business (Canada)	565	566
"Dublin City University"	DC120	Enterprise Computing	366	392
"Dublin City University"	DC121	Computer Applications	390	434
"Dublin City University"	DC123	Data Science	454	521
"Dublin City University"	DC126	Actuarial Mathematics	554	565
"Dublin City University"	DC127	Common Entry into Actuarial and Financial Mathematics	520	542
"Dublin City University"	DC131	Communication Studies	420	462
"Dublin City University"	DC132	Journalism	410	451
"Dublin City University"	DC133	Multimedia	431	476
"Dublin City University"	DC155	Applied Language and Translation Studies	380	434
"Dublin City University"	DC161	Analytical Science	456	467
"Dublin City University"	DC162	Chemical and Pharmaceutical Sciences	487	507
"Dublin City University"	DC166	Environmental Science and Technology	392	428
"Dublin City University"	DC167	Physics with Astronomy	444	465
"Dublin City University"	DC168	Genetics and Cell Biology	487	509
"Dublin City University"	DC171	Applied Physics	423	445
"Dublin City University"	DC173	Physics with Biomedical Sciences	465	476
"Dublin City University"	DC181	Biotechnology	473	488
"Dublin City University"	DC190	Electronic and Computer Engineering (with choice of four majors)	393	445
"Dublin City University"	DC193	Mechatronic Engineering	412	476
"Dublin City University"	DC195	Mechanical and Manufacturing Engineering	402	469
"Dublin City University"	DC197	Biomedical Engineering	412	445
"Dublin City University"	DC200	Common Entry into Engineering (Undenominated Entry)	381	454
"Dublin City University"	DC201	Common Entry into Science (Undenominated Entry)	478	498
"Dublin City University"	DC202	Sport Science and Health	484	499
"Dublin City University"	DC203	Science Education	444	476
"Dublin City University"	DC204	Athletic Therapy and Training	499	520
"Dublin City University"	DC205	Physical Education with Biology	487	507
"Dublin City University"	DC206	Physical Education with Mathematics	476	499
"Dublin City University"	DC208	Psychology	500	522
"Dublin City University"	DC209	Health and Society	420	465
"Dublin City University"	DC215	General Nursing	425	451
"Dublin City University"	DC216	Mental Health Nursing	369	388
"Dublin City University"	DC217	Intellectual Disability Nursing	376	380
"Dublin City University"	DC218	Children’s and General Nursing (Integrated)	473	496
"Dublin City University"	DC230	Economics, Politics and Law	420	451
"Dublin City University"	DC231	International Relations	400	440
"Dublin City University"	DC232	Law and Society (BCL)	455	474
"Dublin City University"	DC235	Education and Training - Daytime or Flexible Delivery Mode	306	346
"Dublin City University"	DC238	Contemporary Culture and Society	356	380
"Dublin City University"	DC239	Gaeilge agus Iriseoireacht/Irish and Journalism		
"Dublin City University"	DC240	Marketing, Innovation and Technology	462	495
"Dublin City University"	DC291	Arts (Joint Honours) - Media Studies	359	390
"Dublin City University"	DC292	Arts (Joint Honours) - Law	380	408
"Dublin City University"	DC293	Arts (Joint Honours) - International Languages	377	420
"Dublin City University"	DC295	Arts (Joint Honours) - Politics	360	398
"Dublin Institute of Technology"	DT001	Product Design	434	455
"Dublin Institute of Technology"	DT028	Transport Operations and Technology	261	334
"Dublin Institute of Technology"	DT035	Electrical Services and Energy Management	301	331
"Dublin Institute of Technology"	DT066	Engineering (General Entry)	371	434
"Dublin Institute of Technology"	DT101	Architecture	#630	660
"Dublin Institute of Technology"	
"Dublin Institute of Technology"	DT106	Planning and Environmental Management	290	329
"Dublin Institute of Technology"	DT110	Property Economics (Valuation Surveying)	377	398
"Dublin Institute of Technology"	DT111	Quantity Surveying and Construction Economics	370	403
"Dublin Institute of Technology"	DT112	Geographic Science	300	329
"Dublin Institute of Technology"	DT117	Construction Management	326	351
"Dublin Institute of Technology"	DT175	Architectural Technology	377	416
"Dublin Institute of Technology"	DT201	Science (General Entry)	462	476
"Dublin Institute of Technology"	DT203	Forensic and Environmental Chemistry	317	392
"Dublin Institute of Technology"	DT204	Biomedical Science	497	509
"Dublin Institute of Technology"	DT205	Mathematical Sciences	298	392
"Dublin Institute of Technology"	DT206	Biomedical and Molecular Diagnostics	444	466
"Dublin Institute of Technology"	DT211	Computer Science (Infrastructure)	371	402
"Dublin Institute of Technology"	DT220	Industrial Mathematics	247	322
"Dublin Institute of Technology"	DT221	Physics with Energy and Environment	330	410
"Dublin Institute of Technology"	DT222	Physics Technology	338	392
"Dublin Institute of Technology"	DT223	Human Nutrition and Dietetics	554	578
"Dublin Institute of Technology"	DT224	Optometry	477	509
"Dublin Institute of Technology"	DT225	Public Health Nutrition	403	454
"Dublin Institute of Technology"	DT227	Science with Nanotechnology	310	383
"Dublin Institute of Technology"	DT228	Computer Science	443	455
"Dublin Institute of Technology"	DT229	Clinical Measurement Science	466	478
"Dublin Institute of Technology"	DT235	Physics with Medical Physics and Bioengineering	368	409
"Dublin Institute of Technology"	DT255	Information Systems and Information Technology	308	363
"Dublin Institute of Technology"	DT282	Computer Science (International)	360	398
"Dublin Institute of Technology"	DT299	Chemical Sciences with Medicinal Chemistry	423	451
"Dublin Institute of Technology"	DT302	Business Analytics	323	382
"Dublin Institute of Technology"	DT321	Business and Law	456	484
"Dublin Institute of Technology"	DT341	Marketing	414	433
"Dublin Institute of Technology"	DT343	Retail and Services Management	300	347
"Dublin Institute of Technology"	DT354	Business Computing	341	378
"Dublin Institute of Technology"	DT358	Logistics and Supply Chain Management	300	349
"Dublin Institute of Technology"	DT365	Business and Management	444	460
"Dublin Institute of Technology"	DT366	Accounting and Finance	444	465
"Dublin Institute of Technology"	DT398	Human Resource Management	387	401
"Dublin Institute of Technology"	DT399	Economics and Finance	450	476
"Dublin Institute of Technology"	DT401	International Hospitality Management	310	358
"Dublin Institute of Technology"	DT405	Culinary Science	340	413
"Dublin Institute of Technology"	DT407	Culinary Arts	300	352
"Dublin Institute of Technology"	DT412	Tourism Marketing	287	327
"Dublin Institute of Technology"	DT413	Event Management	370	389
"Dublin Institute of Technology"	DT416	Culinary Entrepreneurship	281	339
"Dublin Institute of Technology"	DT417	Bar and Beverage Management and Entrepreneurship	280	316
"Dublin Institute of Technology"	DT420	Nutraceuticals in Health and Nutrition	411	440
"Dublin Institute of Technology"	DT421	Food Innovation	354	387
"Dublin Institute of Technology"	DT422	Pharmaceutical Healthcare	384	409
"Dublin Institute of Technology"	DT491	Environmental Health	307	357
"Dublin Institute of Technology"	DT501	Music	#449	503
"Dublin Institute of Technology"	DT504	Film and Broadcasting	437	475
"Dublin Institute of Technology"	DT506	Commercial Modern Music	#660	862
"Dublin Institute of Technology"	DT508	Game Design	389	413
"Dublin Institute of Technology"	DT517	Languages and English Studies	317	369
"Dublin Institute of Technology"	DT518	Languages and Intl Tourism (Chinese/French/German/Irish/Italian/Spanish)	290	359
"Dublin Institute of Technology"	DT529	Drama (Performance)	#353	500
"Dublin Institute of Technology"	DT532	Law (LLB)	434	452
"Dublin Institute of Technology"	DT533	Contemporary Visual Culture	254	319
"Dublin Institute of Technology"	DT544	Interior Design	#568	852
"Dublin Institute of Technology"	DT545	Design - Visual Communication	#752	911
"Dublin Institute of Technology"	DT546	Fine Art	#636	861
"Dublin Institute of Technology"	DT555	Intl Business & Languages (Chinese/French/German/Irish/Italian/Spanish)	382	430
"Dublin Institute of Technology"	DT559	Photography	#650	899
"Dublin Institute of Technology"	DT571	Social Care	388	412
"Dublin Institute of Technology"	DT572	Early Childhood Education	380	408
"Dublin Institute of Technology"	DT582	Journalism	367	387
"Dublin Institute of Technology"	DT596	Print and Digital Media Technology Management	253	291
"Dublin Institute of Technology"	DT597	Creative and Cultural Industries	290	357
"Dun Laoghaire Institute of Art, Design and Technology"	DL821	English, Media and Cultural Studies	300	347
"Dun Laoghaire Institute of Art, Design and Technology"	DL822	Arts Management	211	298
"Dun Laoghaire Institute of Art, Design and Technology"	DL823	Business Studies - Entrepreneurship and Management	202	298
"Dun Laoghaire Institute of Art, Design and Technology"	DL825	Applied Psychology	372	422
"Dun Laoghaire Institute of Art, Design and Technology"	DL826	Visual Communication Design	#644	909
"Dun Laoghaire Institute of Art, Design and Technology"	DL827	Art	#518	784
"Dun Laoghaire Institute of Art, Design and Technology"	DL828	3D Design, Modelmaking and Digital Art	#676	897
"Dun Laoghaire Institute of Art, Design and Technology"	DL829	Design for Stage and Screen (Costume Design)	#690	936
"Dun Laoghaire Institute of Art, Design and Technology"	DL830	Design for Stage and Screen (Makeup Design)	#890	973
"Dun Laoghaire Institute of Art, Design and Technology"	DL831	Design for Stage and Screen (Production Design)	#630	890
"Dun Laoghaire Institute of Art, Design and Technology"	DL832	Animation	#1001	1068
"Dun Laoghaire Institute of Art, Design and Technology"	DL833	Photography	#609	846
"Dun Laoghaire Institute of Art, Design and Technology"	DL834	Film and Television Production	#930	1024
"Dun Laoghaire Institute of Art, Design and Technology"	DL835	Creative Media Technologies	205	307
"Dun Laoghaire Institute of Art, Design and Technology"	DL836	Creative Computing	270	337
"Dun Laoghaire Institute of Art, Design and Technology"	DL837	New Media Studies	303	338
"Griffith College"	GC200	Business Studies (Cork)	226	300
"Griffith College"	GC201	Accounting and Finance (Cork)	244	244
"Griffith College"	GC230	Computing Science (Cork)	226	270
"Griffith College"	GC300	Business Studies (Limerick)	275	352
"Griffith College"	GC305	International Hospitality Management (Limerick)	239	298
"Griffith College"	GC400	Business Studies (Dublin)	242	330
"Griffith College"	GC401	Accounting and Finance (Dublin)	216	298
"Griffith College"	GC402	Business Studies (HRM - Dublin)	220	310
"Griffith College"	GC403	Law (Dublin)	244	308
"Griffith College"	GC405	International Hospitality Management (Dublin)	252	298
"Griffith College"	GC407	Business Studies (Marketing - Dublin)	232	293
"Griffith College"	GC430	Computing Science (Dublin)	236	304
"Griffith College"	GC431	Computing Science (Cloud Computing - Dublin)	243	248
"Griffith College"	GC432	Computing Science (Software Development - Dublin)	259	307
"Griffith College"	GC433	Computing Science (Network Management - Dublin)	279	413
"Griffith College"	GC434	Computing Science (Games Development - Dublin)	237	290
"Griffith College"	GC450	Journalism and Visual Media (Dublin)	228	299
"Griffith College"	GC462	Design Communication (Dublin - Portfolio required)	#	
"Griffith College"	GC489	Interior Architecture (Dublin)	209	312
"Griffith College"	GC494	Fashion Design (Dublin - Portfolio required)	#290	383
"ICD Business School"	ID001	Accounting and Finance		
"ICD Business School"	ID002	Business Studies	308	308
"ICD Business School"	ID003	Business Studies with Chinese	330	330
"Institute of Technology, Blanchardstown"	BN101	Business	253	303
"Institute of Technology, Blanchardstown"	BN103	Business and Information Technology	252	287
"Institute of Technology, Blanchardstown"	BN104	Computing (Information Technology)	270	297
"Institute of Technology, Blanchardstown"	BN107	Applied Social Studies in Social Care	300	331
"Institute of Technology, Blanchardstown"	BN108	Engineering (Award options: Computer Engineering, Mechatronics)	291	368
"Institute of Technology, Blanchardstown"	BN109	Business (Common Entry-Business,Bus with IT,Intl Bus,Acc & Fin,Dig Mktg)	261	324
"Institute of Technology, Blanchardstown"	BN110	International Business	255	297
"Institute of Technology, Blanchardstown"	BN111	Sports Management and Coaching	290	326
"Institute of Technology, Blanchardstown"	BN112	Creative Digital Media	290	320
"Institute of Technology, Blanchardstown"	BN113	Horticulture	233	272
"Institute of Technology, Blanchardstown"	BN114	Accounting and Finance	274	319
"Institute of Technology, Blanchardstown"	BN115	Community and Youth Development	251	293
"Institute of Technology, Blanchardstown"	BN117	Computer Engineering in Mobile Systems	293	310
"Institute of Technology, Blanchardstown"	BN118	Early Childhood Care and Education	290	312
"Institute of Technology, Blanchardstown"	BN119	Digital Marketing	270	308
"Institute of Technology, Blanchardstown"	BN120	Digital Forensics and Cyber Security	272	309
"Institute of Technology, Blanchardstown"	BN121	Mechatronic Engineering	291	336
"Institute of Technology, Tallaght"	TA021	European Studies	219	289
"Institute of Technology, Tallaght"	TA022	Creative Digital Media	211	300
"Institute of Technology, Tallaght"	TA023	Advertising and Marketing Communications	212	290
"Institute of Technology, Tallaght"	TA025	Social Care Practice	197	291
"Institute of Technology, Tallaght"	TA026	International Hospitality and Tourism Management	220	279
"Institute of Technology, Tallaght"	TA121	Accounting and Finance	210	301
"Institute of Technology, Tallaght"	TA122	Management	227	288
"Institute of Technology, Tallaght"	TA123	Marketing Management	216	297
"Institute of Technology, Tallaght"	TA125	International Business	244	316
"Institute of Technology, Tallaght"	TA221	Electronic Engineering	226	318
"Institute of Technology, Tallaght"	TA222	Mechanical Engineering	240	317
"Institute of Technology, Tallaght"	TA224	Biomedical Design	265	308
"Institute of Technology, Tallaght"	TA225	Automation Engineering	278	291
"Institute of Technology, Tallaght"	TA321	Pharmaceutical Science	275	318
"Institute of Technology, Tallaght"	TA322	Computing	251	297
"Institute of Technology, Tallaght"	TA326	DNA and Forensic Analysis	260	326
"Institute of Technology, Tallaght"	TA327	Sports Science and Health	351	391
"Institute of Technology, Tallaght"	TA328	Computing with Language (French/German/Spanish)	263	331
"Institute of Technology, Tallaght"	TA329	Data Analytics	367	367
"National College of Art and Design"	AD101	1st Year Art and Design (Common Entry - Matric + Portfolio)
"National College of Art and Design"	AD202	Design or Fine Art, and Education-Second Level Teaching (Matric+Portfolio)	
"National College of Art and Design"	AD212	Product Design (Matric + Portfolio)
"National College of Art and Design"	AD215	Visual Culture	301	389
"National College of Ireland (NCI)"	NC003	Computing	310	337
"National College of Ireland (NCI)"	NC004	Business Information Systems	197	298
"National College of Ireland (NCI)"	NC005	Human Resource Management	300	337
"National College of Ireland (NCI)"	NC009	Business	300	336
"National College of Ireland (NCI)"	NC010	Psychology	320	377
"National College of Ireland (NCI)"	NC020	Marketing Practice	202	290
"National College of Ireland (NCI)"	NC022	Accounting and Finance	336	394
"National College of Ireland (NCI)"	NC023	Technology Management	201	278
"Royal College of Surgeons in Ireland"	RC001	Medicine - Undergraduate Entry	#728*	730
"Royal College of Surgeons in Ireland"	RC004	Physiotherapy	530*	534
"Royal College of Surgeons in Ireland"	RC005	Pharmacy	540	543
"Royal College of Surgeons in Ireland"	RC101	Medicine - Graduate Entry	58*	60
"Trinity College Dublin"	TR002	Music	#399	430
"Trinity College Dublin"	TR003	History	487	510
"Trinity College Dublin"	TR004	Law	534	555
"Trinity College Dublin"	TR005	Philosophy	441	475
"Trinity College Dublin"	TR006	Psychology	554*	566
"Trinity College Dublin"	TR007	Clinical Speech and Language Studies	511	532
"Trinity College Dublin"	TR008	World Religions and Theology	330	429
"Trinity College Dublin"	TR009	Music Education	#429	473
"Trinity College Dublin"	TR012	History and Political Science	522	544
"Trinity College Dublin"	TR015	Philosophy, Political Science, Economics and Sociology	554*	565
"Trinity College Dublin"	TR016	Deaf Studies	331	377
"Trinity College Dublin"	TR017	Law and Business	589*	601
"Trinity College Dublin"	TR018	Law and French	567*	601
"Trinity College Dublin"	TR019	Law and German	541	566
"Trinity College Dublin"	TR020	Law and Political Science	579	601
"Trinity College Dublin"	TR021	Classics	388	452
"Trinity College Dublin"	TR022	Early and Modern Irish	337	430
"Trinity College Dublin"	TR023	English Studies	473	505
"Trinity College Dublin"	TR024	European Studies	517	546
"Trinity College Dublin"	TR025	Drama and Theatre Studies	#451*	470
"Trinity College Dublin"	TR028	Ancient and Medieval History and Culture	450	465
"Trinity College Dublin"	TR029	Political Science and Geography	496*	520
"Trinity College Dublin"	TR030	Catholic Theological Studies	360	380
"Trinity College Dublin"	TR031	Mathematics	566	601
"Trinity College Dublin"	TR032	Engineering	466*	509
